Airline,Source,Dest,Stops,Info,Price,Day,Month,Distance(km),Duration
Multiple carriers,DEL,COK,1,1,8552,3,3,2084.71,540
Vistara,DEL,COK,0,0,6741,21,4,2048.6,190
Multiple carriers,DEL,COK,1,0,6481,9,4,2201.6,385
Multiple carriers,DEL,COK,1,0,7354,6,6,2201.6,520
Air India,BLR,DEL,0,0,5228,21,4,1709.71,170
Jet Airways,CCU,BLR,1,1,10844,12,5,2500.36,740
IndiGo,DEL,COK,1,0,6347,18,5,2084.71,320
Air India,BLR,DEL,1,0,5013,15,3,1722.67,240
Jet Airways,CCU,BLR,1,1,9663,9,6,2500.36,585
IndiGo,BLR,DEL,0,0,4823,6,4,1709.71,175
Air India,DEL,COK,2,0,13381,24,6,4043.05,1580
SpiceJet,MAA,CCU,0,2,3543,1,6,1387.26,135
Jet Airways,CCU,BLR,1,1,9663,15,5,2500.36,585
Jet Airways,CCU,BLR,1,1,7064,1,4,2500.36,1495
Jet Airways,DEL,COK,1,1,10262,9,6,2201.6,715
Air India,DEL,COK,2,0,13013,1,6,2993.19,500
Jet Airways,DEL,COK,2,0,15339,27,6,2263.95,1045
GoAir,BLR,DEL,0,0,4937,18,4,1709.71,170
IndiGo,DEL,COK,1,0,6818,6,6,2084.71,425
Air India,DEL,COK,2,0,10441,18,5,2993.19,1275
Jet Airways,DEL,COK,1,1,5177,3,4,2201.6,300
IndiGo,MAA,CCU,0,0,3858,27,6,1387.26,145
IndiGo,CCU,BLR,1,0,6534,18,5,2300.57,315
Multiple carriers,DEL,COK,1,0,6795,15,6,2201.6,910
Multiple carriers,DEL,COK,1,0,9736,3,6,2201.6,705
Jet Airways,BLR,DEL,0,0,7229,1,5,1709.71,180
SpiceJet,DEL,COK,1,0,4957,24,4,2077.09,295
IndiGo,BLR,DEL,0,0,7648,9,3,1709.71,165
SpiceJet,CCU,BLR,0,0,3873,15,6,1547.27,150
Jet Airways,CCU,BLR,1,0,14388,12,5,2500.36,585
IndiGo,CCU,BLR,0,0,5618,6,3,1547.27,160
Multiple carriers,DEL,COK,1,0,7408,9,6,2201.6,390
Air Asia,DEL,COK,1,0,13774,3,3,2077.09,330
Vistara,BLR,DEL,0,0,4668,3,5,1709.71,160
Jet Airways,DEL,COK,2,0,13082,21,3,2229.75,2045
Air India,DEL,COK,1,0,8669,3,6,2201.6,925
IndiGo,DEL,COK,1,0,6316,24,6,2201.6,570
Jet Airways,DEL,COK,1,1,12583,6,3,2201.6,365
Vistara,BLR,DEL,0,0,7923,9,3,1709.71,160
GoAir,DEL,COK,1,0,7378,3,3,2201.6,350
Vistara,BLR,DEL,0,0,4878,3,6,1709.71,165
Jet Airways,CCU,BLR,1,1,10844,18,5,2500.36,1640
Jet Airways,BLR,DEL,0,0,7229,3,4,1709.71,180
SpiceJet,DEL,COK,1,0,6297,21,5,2278.33,315
Jet Airways,CCU,BLR,1,1,8529,12,6,2500.36,960
Multiple carriers,DEL,COK,1,0,13727,18,5,2201.6,420
SpiceJet,CCU,BLR,1,0,6643,24,5,2300.57,520
Multiple carriers,DEL,COK,1,0,10197,9,5,2201.6,540
SpiceJet,CCU,BLR,0,0,4911,21,4,1547.27,140
IndiGo,MAA,CCU,0,0,6482,6,3,1387.26,140
Jet Airways,BLR,DEL,1,0,26890,1,3,1971.87,380
IndiGo,CCU,BLR,1,0,3717,18,5,1662.88,265
IndiGo,MAA,CCU,0,0,3597,1,6,1387.26,140
Air India,BLR,DEL,2,0,10846,18,3,3502.44,665
Air India,BLR,DEL,1,0,14069,1,3,2860.23,1015
Jet Airways,DEL,COK,1,1,5177,1,4,2201.6,825
Air India,DEL,COK,2,0,14641,6,3,2600.67,1545
IndiGo,DEL,COK,1,0,6442,6,6,2084.71,835
Air India,DEL,COK,1,0,5704,21,3,2077.09,315
Jet Airways,CCU,BLR,1,1,9663,6,5,2500.36,1155
Jet Airways,DEL,COK,1,0,14714,6,6,2201.6,450
Jet Airways,DEL,COK,1,1,5406,1,4,2201.6,540
Vistara,CCU,BLR,1,0,8610,15,5,3022.67,1440
Jet Airways,DEL,COK,2,0,14237,12,6,2220.78,1090
IndiGo,BLR,DEL,0,0,4823,9,6,1709.71,175
IndiGo,BOM,HYD,0,0,2227,27,3,623.54,90
Jet Airways,DEL,COK,1,1,12373,18,5,2201.6,1280
Air India,DEL,COK,1,0,8372,6,6,2201.6,375
Jet Airways,DEL,COK,1,0,17024,3,3,2201.6,870
Air India,BOM,HYD,0,0,3100,27,5,623.54,80
Jet Airways,DEL,COK,1,1,14053,9,3,2201.6,775
IndiGo,MAA,CCU,0,0,3540,9,5,1387.26,145
Vistara,CCU,BLR,1,0,9345,21,5,3022.67,1350
Jet Airways,DEL,COK,2,1,10368,1,6,2206.24,1375
Jet Airways,BLR,DEL,1,0,26890,1,3,1971.87,325
SpiceJet,BOM,HYD,0,0,5755,9,3,623.54,85
Jet Airways,BLR,DEL,1,1,7832,21,3,1971.87,435
Jet Airways,CCU,BLR,1,0,14388,6,5,2500.36,740
Air India,DEL,COK,2,0,8839,27,6,2292.07,1210
Air India,DEL,COK,2,0,22096,3,3,2993.19,1275
Vistara,MAA,CCU,0,0,3687,27,5,1387.26,135
Multiple carriers,DEL,COK,1,0,9627,15,5,2201.6,630
Multiple carriers,DEL,COK,1,0,13542,21,3,2201.6,845
IndiGo,BLR,DEL,0,0,4423,27,4,1709.71,170
IndiGo,DEL,COK,2,0,8899,3,3,2292.07,985
SpiceJet,DEL,COK,1,0,5583,21,4,2278.33,315
Air Asia,DEL,COK,1,0,6752,27,5,2077.09,830
SpiceJet,MAA,CCU,0,2,3543,21,5,1387.26,135
Jet Airways,BLR,DEL,1,1,7832,21,3,1971.87,435
Air India,CCU,BLR,2,0,10991,1,5,3045.77,1625
Jet Airways,DEL,COK,1,1,12898,27,5,2201.6,1655
Jet Airways,DEL,COK,1,1,12898,27,5,2201.6,300
GoAir,BLR,DEL,0,0,3398,24,5,1709.71,170
Air India,DEL,COK,0,0,5201,24,4,2048.6,170
Air India,CCU,BLR,2,0,13873,6,5,3728.94,920
Air India,DEL,COK,1,0,7384,15,6,2077.09,320
Jet Airways,DEL,COK,1,1,10262,6,6,2201.6,610
Jet Airways,CCU,BLR,1,1,10031,24,3,2500.36,1655
Jet Airways,CCU,BLR,1,1,12384,6,5,3022.67,575
Jet Airways,CCU,BLR,1,1,7757,9,5,2500.36,1690
Jet Airways,BLR,DEL,1,0,17261,6,3,1971.87,840
SpiceJet,MAA,CCU,0,0,7298,1,3,1387.26,155
Jet Airways,BLR,DEL,0,0,7229,6,4,1709.71,175
IndiGo,CCU,BLR,0,0,4174,1,4,1547.27,155
IndiGo,CCU,BLR,1,0,5699,18,5,1654.62,280
Air India,CCU,BLR,0,0,4880,24,4,1547.27,150
Air India,DEL,COK,1,0,15284,6,3,2201.6,675
Jet Airways,CCU,BLR,1,0,13759,24,3,2500.36,475
Vistara,CCU,BLR,1,0,16092,24,3,3022.67,530
IndiGo,BOM,HYD,0,0,4392,9,3,623.54,85
Jet Airways,DEL,COK,1,1,10262,24,6,2201.6,940
SpiceJet,CCU,BLR,0,2,3841,12,6,1547.27,155
GoAir,BLR,DEL,0,0,5048,1,6,1709.71,175
Air India,CCU,BLR,1,0,11096,21,5,3022.67,805
IndiGo,DEL,COK,1,0,5073,24,4,2084.71,275
Jet Airways,DEL,COK,1,0,19828,3,3,2201.6,1110
Vistara,MAA,CCU,0,0,3739,21,3,1387.26,135
Jet Airways,BLR,DEL,0,1,7229,15,6,1709.71,185
Vistara,CCU,BLR,1,0,8610,1,4,3022.67,1550
Vistara,DEL,COK,0,0,6216,9,5,2048.6,190
Air India,BLR,DEL,0,0,6961,9,6,1709.71,170
Jet Airways,CCU,BLR,1,1,10703,6,5,3022.67,690
Jet Airways,CCU,BLR,1,0,14151,15,5,3022.67,395
Jet Airways,CCU,BLR,1,1,8586,9,5,2500.36,1655
IndiGo,CCU,BLR,0,0,4488,12,4,1547.27,155
Multiple carriers,DEL,COK,1,0,7408,15,6,2201.6,450
Jet Airways,DEL,COK,0,1,5443,18,4,2048.6,195
Jet Airways,CCU,BLR,1,1,10539,12,6,3022.67,575
Multiple carriers,DEL,COK,1,0,7723,1,6,2201.6,750
Multiple carriers,DEL,COK,1,0,15411,6,3,2201.6,680
Jet Airways,BLR,DEL,0,0,7229,21,5,1709.71,180
IndiGo,CCU,BLR,0,0,4804,21,6,1547.27,155
Jet Airways,BOM,HYD,0,1,4050,3,3,623.54,90
Jet Airways,CCU,BLR,1,0,14151,18,5,3022.67,1570
SpiceJet,DEL,COK,1,0,4957,6,4,2077.09,295
Air India,BLR,DEL,0,0,7591,3,3,1709.71,165
Jet Airways,CCU,BLR,1,1,11134,24,3,2500.36,520
IndiGo,DEL,COK,1,0,6600,27,5,2084.71,425
Air India,BLR,DEL,0,0,4966,9,3,1709.71,165
Air India,DEL,COK,2,0,15481,1,6,4043.05,1490
SpiceJet,CCU,BLR,0,0,5515,1,3,1547.27,140
Jet Airways,DEL,COK,1,0,14714,15,6,2201.6,660
GoAir,DEL,COK,1,0,4959,15,6,2201.6,540
Jet Airways,BLR,DEL,0,0,7229,21,4,1709.71,175
Air India,DEL,COK,0,0,6094,15,5,2048.6,185
Air Asia,CCU,BLR,0,0,4409,24,4,1547.27,155
Multiple carriers,DEL,COK,1,0,9794,18,5,2201.6,780
Jet Airways,BOM,HYD,0,0,5678,3,4,623.54,85
IndiGo,DEL,COK,1,0,6442,15,6,2084.71,455
Vistara,BLR,DEL,0,0,4878,18,5,1709.71,160
Jet Airways,CCU,BLR,1,1,12446,24,3,2500.36,775
Jet Airways,DEL,COK,2,0,16704,9,5,2263.95,1760
Jet Airways,BLR,DEL,1,1,9134,15,3,1971.87,300
Jet Airways,CCU,BLR,1,1,8586,15,5,2500.36,520
Jet Airways,BLR,DEL,0,1,7229,1,6,1709.71,180
Jet Airways,BLR,DEL,0,1,6144,21,4,1709.71,180
Air India,BLR,DEL,0,0,6961,18,5,1709.71,165
Jet Airways,CCU,BLR,1,1,10844,9,5,2500.36,730
IndiGo,MAA,CCU,0,0,3597,21,5,1387.26,140
SpiceJet,BLR,DEL,1,0,7139,21,3,1878.77,475
Air India,BOM,HYD,2,0,25139,6,3,2539.04,1775
Jet Airways,DEL,COK,2,1,10368,1,6,2206.24,1615
Air India,DEL,COK,1,0,5117,6,4,2278.33,765
Multiple carriers,DEL,COK,1,0,9211,18,5,2201.6,455
SpiceJet,CCU,BLR,0,0,4174,15,4,1547.27,150
Multiple carriers,DEL,COK,1,0,10786,27,5,2201.6,705
Jet Airways,BLR,DEL,1,1,9134,15,3,1971.87,1420
Jet Airways,DEL,COK,2,0,13376,1,6,2600.67,830
Air India,BLR,DEL,1,0,6955,21,3,2415.98,770
Jet Airways,CCU,BLR,1,1,10844,9,5,2500.36,590
Air Asia,CCU,BLR,0,0,3807,1,4,1547.27,150
Jet Airways,CCU,BLR,1,1,9663,1,5,2500.36,1315
Jet Airways,DEL,COK,1,1,12373,9,5,2201.6,1570
SpiceJet,BLR,DEL,0,0,4991,1,5,1709.71,175
Air India,DEL,COK,1,0,6745,21,3,2201.6,1215
Jet Airways,DEL,COK,1,1,10262,15,6,2201.6,1210
Jet Airways,DEL,COK,1,1,6540,27,3,2201.6,655
SpiceJet,CCU,BLR,0,0,3873,6,4,1547.27,150
Jet Airways,DEL,COK,1,0,15554,9,5,2201.6,1270
IndiGo,CCU,BLR,0,0,4804,27,5,1547.27,155
Jet Airways,DEL,COK,1,1,7438,27,3,2201.6,1240
Air Asia,BLR,DEL,0,0,6181,3,5,1709.71,170
Multiple carriers,DEL,COK,1,0,9424,1,5,2201.6,390
Air India,BLR,DEL,2,0,12725,12,3,2079.22,1800
Air India,BLR,DEL,1,0,6046,15,3,1722.67,790
SpiceJet,BLR,DEL,0,0,3971,15,6,1709.71,175
Jet Airways,CCU,BLR,1,0,12692,6,6,3022.67,1080
IndiGo,DEL,COK,1,0,7451,6,3,2084.71,480
Jet Airways,BLR,DEL,1,0,13817,12,3,1971.87,525
Jet Airways,CCU,BLR,1,1,10703,6,5,3022.67,750
Jet Airways,BLR,DEL,1,0,13817,12,3,1971.87,800
Jet Airways,BLR,DEL,1,0,27210,15,3,1971.87,370
Jet Airways,CCU,BLR,1,0,13941,18,5,2500.36,450
Air India,BLR,DEL,1,0,10246,1,3,1722.67,1155
IndiGo,CCU,BLR,0,0,4804,6,5,1547.27,155
Air Asia,CCU,BLR,1,0,6810,6,6,3022.67,720
Jet Airways,BLR,DEL,0,1,5198,1,5,1709.71,180
Vistara,BLR,DEL,0,0,5613,3,5,1709.71,170
IndiGo,BOM,HYD,0,0,4784,3,3,623.54,85
Jet Airways,DEL,COK,1,1,5406,21,3,2201.6,1385
Air India,BLR,DEL,0,0,5228,27,4,1709.71,170
Jet Airways,DEL,COK,1,1,12898,27,5,2201.6,1325
Air India,MAA,CCU,0,0,4667,15,6,1387.26,135
Jet Airways,CCU,BLR,1,0,14781,21,5,2500.36,345
Vistara,BLR,DEL,0,0,5403,21,4,1709.71,170
Jet Airways,CCU,BLR,1,1,9899,12,6,2500.36,570
Jet Airways,DEL,COK,2,1,13029,21,5,2206.24,535
Vistara,CCU,BLR,1,0,9187,18,5,3022.67,1065
IndiGo,BLR,DEL,0,0,4823,24,5,1709.71,170
Air India,DEL,COK,2,0,8665,27,3,2955.43,1305
IndiGo,DEL,COK,1,0,14871,6,3,2201.6,755
IndiGo,BOM,HYD,0,0,4049,21,6,623.54,90
Air India,MAA,CCU,0,0,4667,12,6,1387.26,135
IndiGo,CCU,BLR,1,0,4226,9,4,1547.97,235
Air India,BLR,DEL,0,0,7591,3,3,1709.71,165
Jet Airways,BLR,DEL,1,0,19225,6,3,1971.87,450
Jet Airways,DEL,COK,1,1,12898,27,5,2201.6,1040
IndiGo,BOM,HYD,0,0,2754,9,6,623.54,90
SpiceJet,BOM,HYD,0,2,1965,3,5,623.54,90
Air India,CCU,BLR,2,0,12835,24,3,3664.88,1830
Jet Airways Business,BLR,DEL,1,0,52229,1,3,1971.87,300
Multiple carriers,DEL,COK,1,0,14533,15,5,2201.6,675
Vistara,BLR,DEL,0,0,4668,24,6,1709.71,170
Jet Airways,DEL,COK,1,0,11822,9,4,2201.6,1145
Jet Airways,DEL,COK,1,1,6017,27,3,2201.6,395
Jet Airways,DEL,COK,1,0,14714,9,6,2201.6,450
SpiceJet,MAA,CCU,0,0,3597,9,6,1387.26,135
Air Asia,BLR,DEL,0,0,3383,24,4,1709.71,165
Air India,CCU,BLR,2,0,11642,18,5,2573.87,765
Vistara,BLR,DEL,0,0,5403,27,4,1709.71,170
Air India,DEL,COK,2,0,14221,3,3,2263.95,1595
Jet Airways,CCU,BLR,1,1,8586,18,5,2500.36,775
IndiGo,BOM,HYD,0,0,4049,12,6,623.54,90
Jet Airways,DEL,COK,1,1,10262,3,6,2201.6,520
Multiple carriers,DEL,COK,1,0,7888,21,5,2201.6,840
Air India,DEL,COK,2,0,8236,21,3,2263.95,1410
Air India,DEL,COK,2,0,12961,6,6,2229.75,1795
Jet Airways,CCU,BLR,1,1,8586,9,5,2500.36,1330
IndiGo,CCU,BLR,1,0,5279,18,5,1654.62,290
GoAir,BLR,DEL,0,0,3419,18,6,1709.71,165
Jet Airways,DEL,COK,2,0,13292,15,6,2232.34,810
Jet Airways,CCU,BLR,1,0,13067,15,5,3022.67,800
IndiGo,MAA,CCU,0,0,3597,3,5,1387.26,140
Jet Airways,DEL,COK,1,0,15554,18,5,2201.6,715
IndiGo,DEL,COK,1,0,6027,15,5,2077.09,310
Jet Airways,CCU,BLR,1,0,14781,9,5,2500.36,705
Jet Airways,DEL,COK,2,0,13376,1,6,2600.67,830
IndiGo,BLR,DEL,0,0,3943,27,5,1709.71,180
GoAir,DEL,COK,1,0,5842,12,6,2247.89,370
IndiGo,MAA,CCU,0,0,4326,15,3,1387.26,140
Multiple carriers,DEL,COK,1,0,8937,1,6,2201.6,645
Air India,MAA,CCU,0,0,3670,21,3,1387.26,135
IndiGo,BLR,DEL,0,0,4823,18,6,1709.71,175
Jet Airways,BOM,HYD,0,1,2071,3,4,623.54,90
Multiple carriers,DEL,COK,1,1,6093,27,6,2084.71,455
Vistara,CCU,BLR,1,0,11682,24,3,3022.67,1595
IndiGo,BLR,DEL,1,0,7774,3,3,1968.02,285
Jet Airways,CCU,BLR,1,0,13067,12,5,3022.67,1285
IndiGo,DEL,COK,1,0,7514,27,5,2084.71,515
Multiple carriers,DEL,COK,1,0,6838,9,4,2201.6,510
IndiGo,MAA,CCU,0,0,3858,18,3,1387.26,135
Multiple carriers,DEL,COK,1,0,6795,15,6,2201.6,760
Jet Airways,DEL,COK,2,0,16263,27,5,2895.09,505
Air India,CCU,BLR,1,0,8576,9,5,2500.36,1540
Air India,BLR,DEL,0,0,5228,6,5,1709.71,165
Jet Airways,DEL,COK,2,0,16704,1,5,2263.95,1760
IndiGo,CCU,BLR,0,0,8872,24,3,1547.27,160
GoAir,BLR,DEL,0,0,3898,3,5,1709.71,170
SpiceJet,MAA,CCU,0,2,3332,21,3,1387.26,140
Jet Airways,CCU,BLR,1,1,5608,21,5,2538.47,435
Jet Airways,CCU,BLR,1,0,13941,9,5,2500.36,1215
Multiple carriers,DEL,COK,1,0,9100,21,3,2201.6,705
Vistara,BLR,DEL,0,0,4878,15,6,1709.71,155
IndiGo,DEL,COK,1,0,6416,1,6,2201.6,810
SpiceJet,BOM,HYD,0,0,2017,12,5,623.54,90
Jet Airways,DEL,COK,2,0,10976,27,3,2263.95,1475
Jet Airways,CCU,BLR,1,1,10031,24,3,2500.36,1235
IndiGo,CCU,BLR,0,0,4462,18,3,1547.27,170
IndiGo,DEL,COK,1,0,5073,1,4,2084.71,275
IndiGo,MAA,CCU,0,0,4326,27,3,1387.26,140
Multiple carriers Premium economy,DEL,COK,1,0,10161,21,3,2201.6,705
IndiGo,BOM,HYD,0,0,3175,12,6,623.54,90
Vistara,CCU,BLR,1,0,12312,24,3,3022.67,770
Jet Airways,DEL,COK,2,0,12604,21,3,2229.75,1470
Multiple carriers,DEL,COK,1,0,10877,15,6,2201.6,690
IndiGo,CCU,BLR,1,0,4226,18,5,1654.62,240
Jet Airways,DEL,COK,1,1,5406,6,4,2201.6,660
IndiGo,DEL,COK,1,0,8618,15,5,2278.33,325
IndiGo,CCU,BLR,0,0,4174,18,4,1547.27,155
GoAir,DEL,COK,1,0,10651,1,6,2201.6,310
Jet Airways,DEL,COK,1,1,5963,21,3,2201.6,610
Jet Airways,DEL,COK,2,1,10368,12,6,2206.24,1615
IndiGo,BOM,HYD,1,0,7681,6,3,957.54,435
Multiple carriers,DEL,COK,1,0,7485,21,5,2201.6,490
Jet Airways,BLR,DEL,0,1,4544,3,4,1709.71,175
SpiceJet,CCU,BLR,1,0,4649,15,4,1654.62,315
Vistara,MAA,CCU,0,0,11982,12,5,1387.26,140
Jet Airways,BOM,HYD,0,1,4995,24,6,623.54,85
IndiGo,CCU,BLR,1,0,5069,9,5,1654.62,290
SpiceJet,CCU,BLR,0,0,3873,1,6,1547.27,140
SpiceJet,CCU,BLR,0,0,3873,27,4,1547.27,140
Air India,DEL,COK,1,0,8907,27,5,2077.09,795
Jet Airways,CCU,BLR,1,1,10844,9,6,2500.36,1150
Jet Airways,CCU,BLR,1,1,10844,15,5,2500.36,1360
Jet Airways,CCU,BLR,1,1,9663,6,5,2500.36,890
Jet Airways,DEL,COK,2,0,13292,1,6,2232.34,910
Jet Airways,DEL,COK,2,0,14441,12,6,2308.95,425
Jet Airways,BOM,HYD,0,1,4050,9,6,623.54,85
IndiGo,BLR,DEL,0,0,6144,9,3,1709.71,175
IndiGo,DEL,COK,1,0,14871,6,3,2201.6,480
Air Asia,BLR,DEL,0,0,4483,18,4,1709.71,165
IndiGo,DEL,COK,1,0,6979,15,5,2201.6,895
Jet Airways,BOM,HYD,0,0,8040,27,6,623.54,90
IndiGo,DEL,COK,1,0,7048,1,6,2201.6,975
SpiceJet,BLR,DEL,0,2,3573,27,6,1709.71,170
IndiGo,DEL,COK,1,0,5054,27,5,2201.6,300
Air India,DEL,COK,1,0,8582,1,6,2201.6,1335
Air Asia,DEL,COK,1,0,8759,9,6,2077.09,330
IndiGo,DEL,COK,1,0,6442,27,4,2084.71,515
Air India,DEL,COK,1,0,8879,18,5,2201.6,925
Jet Airways,CCU,BLR,1,1,10031,24,3,2500.36,1260
Jet Airways,DEL,COK,2,1,10368,3,6,2206.24,810
IndiGo,BLR,DEL,0,0,3943,24,6,1709.71,170
IndiGo,DEL,COK,1,0,14871,3,3,2201.6,405
Jet Airways,BOM,HYD,0,1,4995,18,6,623.54,90
Multiple carriers,DEL,COK,1,1,10791,24,6,2201.6,520
SpiceJet,BOM,HYD,0,0,2753,3,6,623.54,90
IndiGo,BLR,DEL,0,0,4423,9,4,1709.71,170
Air Asia,CCU,BLR,0,0,4409,27,5,1547.27,155
Air India,CCU,BLR,1,0,6117,9,5,1662.88,965
Jet Airways,DEL,COK,2,0,15129,21,5,2263.95,1430
Vistara,CCU,BLR,1,0,9345,6,6,3022.67,1625
Vistara,CCU,BLR,1,0,8085,9,5,3022.67,975
Jet Airways,DEL,COK,1,0,15554,6,5,2201.6,925
SpiceJet,BLR,DEL,0,2,3573,21,5,1709.71,170
Multiple carriers,DEL,COK,1,0,17073,3,3,2201.6,515
Multiple carriers,DEL,COK,1,0,6795,9,6,2201.6,830
Vistara,BLR,DEL,0,0,5403,21,3,1709.71,160
IndiGo,MAA,CCU,0,0,3540,15,5,1387.26,145
Vistara,DEL,COK,0,0,6216,24,4,2048.6,190
Jet Airways,BLR,DEL,0,1,3359,21,5,1709.71,175
Jet Airways,CCU,BLR,1,1,10844,24,5,2500.36,1720
Air India,BLR,DEL,0,0,6961,15,6,1709.71,170
Air Asia,CCU,BLR,0,0,4107,3,4,1547.27,155
Multiple carriers,DEL,COK,1,0,13069,21,3,2201.6,580
Jet Airways,DEL,COK,2,0,13357,24,6,2671.33,1000
IndiGo,DEL,COK,1,0,6938,1,6,2084.71,380
Jet Airways,DEL,COK,2,0,13292,27,6,2232.34,1620
Air India,BLR,DEL,2,6,26743,1,3,2079.22,875
Multiple carriers,DEL,COK,1,0,13568,21,3,2201.6,730
Multiple carriers,DEL,COK,1,0,15353,6,3,2201.6,455
IndiGo,MAA,CCU,0,0,3597,15,5,1387.26,140
Jet Airways,CCU,BLR,1,1,10031,24,3,2500.36,1150
Air India,CCU,BLR,2,0,14687,9,5,3332.1,1200
Jet Airways,BLR,DEL,0,1,7229,6,6,1709.71,180
GoAir,DEL,COK,1,0,10188,9,5,2201.6,310
Vistara,BLR,DEL,0,0,7398,9,3,1709.71,160
Jet Airways,DEL,COK,2,0,16704,18,5,2263.95,1775
IndiGo,BLR,DEL,1,0,8153,1,3,1722.67,295
Jet Airways,BLR,DEL,0,0,7229,9,4,1709.71,180
Multiple carriers,DEL,COK,1,1,6943,27,5,2201.6,750
Multiple carriers,DEL,COK,1,0,8937,1,6,2201.6,755
Air India,DEL,COK,2,0,9400,3,3,2292.07,1580
Vistara,CCU,BLR,1,0,13152,24,3,3022.67,795
IndiGo,BLR,DEL,0,0,3419,1,6,1709.71,170
Vistara,CCU,BLR,1,0,7927,12,6,3022.67,765
Air India,BLR,DEL,2,0,9796,15,3,3502.44,980
Vistara,BLR,DEL,0,0,8028,3,3,1709.71,160
Multiple carriers,DEL,COK,2,0,10759,6,3,2292.07,495
Multiple carriers,DEL,COK,1,0,10197,21,5,2201.6,720
Air India,BLR,DEL,0,0,5228,1,6,1709.71,170
Multiple carriers,DEL,COK,1,1,9275,18,5,2201.6,660
IndiGo,MAA,CCU,0,0,5277,3,3,1387.26,140
Jet Airways,DEL,COK,2,1,13848,18,5,2600.67,830
IndiGo,DEL,COK,1,0,6412,15,5,2084.71,490
Jet Airways,CCU,BLR,1,0,13941,18,5,2500.36,730
Vistara,BLR,DEL,0,0,4668,6,5,1709.71,160
IndiGo,BLR,DEL,0,0,3419,18,6,1709.71,165
IndiGo,BLR,DEL,0,0,3943,6,4,1709.71,170
Air India,CCU,BLR,1,0,6528,24,5,1654.62,1440
Jet Airways,BLR,DEL,0,0,7229,21,5,1709.71,180
Multiple carriers,DEL,COK,1,0,13542,21,3,2201.6,755
Jet Airways,CCU,BLR,1,1,8529,12,6,2500.36,1550
Jet Airways,BLR,DEL,0,0,8016,21,6,1709.71,175
Jet Airways,DEL,COK,2,1,13029,9,5,2206.24,1025
Jet Airways,DEL,COK,2,0,15129,9,5,2263.95,1760
Jet Airways,DEL,COK,2,1,10368,9,6,2206.24,535
Air India,DEL,COK,0,0,8666,3,3,2048.6,185
Jet Airways,DEL,COK,1,0,15554,18,5,2201.6,540
Jet Airways,BLR,DEL,1,0,26890,1,3,1971.87,625
Jet Airways,CCU,BLR,1,0,13067,21,5,3022.67,1005
Jet Airways,BLR,DEL,0,1,4544,1,4,1709.71,165
Vistara,CCU,BLR,1,0,8452,21,5,3022.67,1580
Multiple carriers,DEL,COK,1,1,7268,27,6,2201.6,795
Multiple carriers,DEL,COK,1,0,9627,9,5,2201.6,630
Multiple carriers,DEL,COK,1,0,9103,9,5,2201.6,455
Multiple carriers,DEL,COK,1,0,11142,9,4,2201.6,660
IndiGo,CCU,BLR,0,0,4148,9,3,1547.27,170
Jet Airways,CCU,BLR,1,1,10844,18,5,2500.36,1545
Multiple carriers,DEL,COK,1,0,9646,6,6,2084.71,385
IndiGo,BOM,HYD,0,0,12475,1,3,623.54,85
Jet Airways,DEL,COK,1,0,15554,18,5,2201.6,1210
Jet Airways,DEL,COK,1,1,10262,27,6,2201.6,715
Air India,BLR,DEL,0,0,6961,12,6,1709.71,170
Jet Airways,DEL,COK,1,1,10262,15,6,2201.6,300
Jet Airways,DEL,COK,1,1,10262,27,6,2201.6,1620
IndiGo,BLR,DEL,0,0,3943,9,5,1709.71,170
Air India,BOM,HYD,0,0,3625,24,5,623.54,75
Multiple carriers,DEL,COK,1,0,13378,21,3,2201.6,615
Jet Airways,DEL,COK,2,0,13882,15,6,2671.33,1490
IndiGo,BLR,DEL,0,0,3943,18,6,1709.71,170
Air India,CCU,BLR,2,0,14687,15,5,3332.1,1200
Air Asia,DEL,COK,1,0,6451,27,5,2077.09,330
Vistara,BLR,DEL,0,0,4878,9,6,1709.71,165
IndiGo,DEL,COK,1,0,8542,9,5,2201.6,415
IndiGo,CCU,BLR,0,0,4804,24,5,1547.27,165
IndiGo,CCU,BLR,1,0,6711,6,6,2300.57,315
Multiple carriers,DEL,COK,1,0,16108,15,6,2201.6,375
IndiGo,BLR,DEL,0,0,3943,6,6,1709.71,170
Air India,CCU,BLR,2,0,15422,24,5,3290.72,1165
IndiGo,BLR,DEL,0,0,5694,24,3,1709.71,175
Jet Airways,CCU,BLR,1,0,12681,1,4,2500.36,685
Jet Airways,CCU,BLR,1,1,8586,1,5,2500.36,845
IndiGo,BLR,DEL,0,0,6144,3,3,1709.71,165
IndiGo,DEL,COK,0,0,6015,27,4,2048.6,195
Multiple carriers,DEL,COK,1,0,7155,27,6,2201.6,860
Jet Airways,CCU,BLR,1,0,12692,12,6,3022.67,750
Air India,DEL,COK,1,0,8277,18,5,2077.09,320
Air India,DEL,COK,2,0,9347,9,5,2292.07,1580
Air India,DEL,COK,0,0,4939,15,3,2048.6,185
Jet Airways,BOM,HYD,0,0,5678,12,3,623.54,90
Jet Airways,CCU,BLR,1,1,10844,6,6,2500.36,425
Jet Airways,BLR,DEL,1,1,7280,21,3,2028.89,370
Multiple carriers,DEL,COK,1,0,7618,21,3,2201.6,480
Multiple carriers,DEL,COK,1,0,15147,6,3,2201.6,725
Jet Airways,CCU,BLR,1,0,13941,18,5,2500.36,775
