Airline,Source,Dest,Route Map,Stops,Info,Price,Day,Month,Distance(km),Dep_Hr,Dep_Min,Duration_Hr,Duration_Min
IndiGo,BLR,DEL,BLR → DEL,0,0,4823,12,5,1709.71,16,55,3,0
Jet Airways,DEL,COK,DEL → BOM → COK,1,1,10262,24,6,2201.6,09,00,27,35
Jet Airways,DEL,COK,DEL → BOM → COK,1,1,12898,27,5,2201.6,20,55,7,30
Air India,BLR,DEL,BLR → BOM → JDH → DEL,2,0,12778,12,3,2106.14,17,25,22,55
IndiGo,DEL,COK,DEL → BOM → COK,1,0,14871,3,3,2201.6,04,45,8,35
Air India,DEL,COK,DEL → UDR → BOM → COK,2,0,8708,21,3,2229.75,13,20,29,55
Jet Airways,CCU,BLR,CCU → BOM → BLR,1,1,10844,6,6,2500.36,20,00,22,15
SpiceJet,BOM,HYD,BOM → HYD,0,0,4129,6,3,623.54,05,45,1,20
IndiGo,CCU,BLR,CCU → BLR,0,0,4804,18,5,1547.27,21,25,2,40
Jet Airways,BLR,DEL,BLR → DEL,0,0,7229,6,5,1709.71,08,20,3,0
Jet Airways,BLR,DEL,BLR → BOM → DEL,1,1,7832,21,3,1971.87,07,00,12,10
SpiceJet,MAA,CCU,MAA → CCU,0,0,3859,18,3,1387.26,09,30,2,35
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,9001,6,6,2201.6,07,30,11,45
Vistara,BLR,DEL,BLR → DEL,0,0,4878,9,5,1709.71,17,00,2,35
IndiGo,BOM,HYD,BOM → HYD,0,0,2754,3,5,623.54,02,35,1,30
Vistara,BLR,DEL,BLR → DEL,0,0,4668,27,6,1709.71,07,00,2,40
Air Asia,CCU,BLR,CCU → BLR,0,0,5216,12,5,1547.27,10,20,2,35
Jet Airways,DEL,COK,DEL → JAI → BOM → COK,2,1,10368,6,6,2206.24,05,30,22,55
IndiGo,DEL,COK,DEL → HYD → MAA → COK,2,0,8146,9,3,2292.07,06,40,14,40
Jet Airways,DEL,COK,DEL → BOM → COK,1,0,12242,27,3,2201.6,13,00,15,25
Jet Airways,BLR,DEL,BLR → BOM → DEL,1,1,9134,15,3,1971.87,08,00,7,15
Air India,DEL,COK,DEL → HYD → MAA → COK,2,0,10939,6,6,2292.07,13,15,20,10
Air India,DEL,COK,DEL → GOI → BOM → COK,2,0,11753,6,6,2993.19,10,55,20,45
SpiceJet,CCU,BLR,CCU → BLR,0,0,4174,24,4,1547.27,17,10,2,30
Jet Airways,CCU,BLR,CCU → BOM → BLR,1,1,10844,21,5,2500.36,20,00,23,50
Jet Airways,DEL,COK,DEL → BOM → COK,1,0,14714,3,6,2201.6,16,00,27,0
Jet Airways,CCU,BLR,CCU → BOM → BLR,1,1,9899,12,6,2500.36,06,30,5,30
IndiGo,DEL,COK,DEL → BOM → COK,1,0,14871,3,3,2201.6,09,10,11,50
IndiGo,MAA,CCU,MAA → CCU,0,0,7295,6,3,1387.26,13,20,2,15
Air India,DEL,COK,DEL → JAI → BOM → COK,2,0,13465,6,6,2206.24,18,45,24,30
SpiceJet,MAA,CCU,MAA → CCU,0,2,3543,21,5,1387.26,17,45,2,20
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,7198,27,6,2201.6,19,00,6,30
Jet Airways,DEL,COK,DEL → BOM → COK,1,1,10262,1,6,2201.6,08,00,20,25
IndiGo,CCU,BLR,CCU → BLR,0,0,4148,15,3,1547.27,15,20,2,35
Jet Airways,BLR,DEL,BLR → DEL,0,0,8016,27,6,1709.71,15,15,2,55
Jet Airways,DEL,COK,DEL → BOM → COK,1,1,10262,9,6,2201.6,22,50,5,35
SpiceJet,CCU,BLR,CCU → BLR,0,2,3841,15,6,1547.27,14,55,2,30
Jet Airways,BLR,DEL,BLR → MAA → DEL,1,0,11507,12,3,2028.89,09,45,14,45
Jet Airways,CCU,BLR,CCU → BOM → BLR,1,0,14781,1,5,2500.36,08,25,12,20
Jet Airways,DEL,COK,DEL → BOM → COK,1,0,16079,27,5,2201.6,17,30,25,30
Jet Airways,DEL,COK,DEL → BOM → COK,1,1,12898,27,5,2201.6,22,50,5,35
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,15353,6,3,2201.6,07,30,11,45
IndiGo,BLR,DEL,BLR → DEL,0,0,7303,24,3,1709.71,18,25,2,55
SpiceJet,CCU,BLR,CCU → MAA → BLR,1,0,6197,24,3,1654.62,15,05,5,40
Air India,CCU,BLR,CCU → BBI → BLR,1,0,8996,9,6,1547.97,09,10,4,5
IndiGo,DEL,COK,DEL → HYD → COK,1,0,6528,21,3,2084.71,14,20,8,0
GoAir,BLR,DEL,BLR → DEL,0,0,4239,9,4,1709.71,20,55,2,45
IndiGo,CCU,BLR,CCU → BLR,0,0,4148,12,3,1547.27,20,25,2,40
SpiceJet,BLR,DEL,BLR → DEL,0,0,3971,24,5,1709.71,21,10,2,55
Air Asia,CCU,BLR,CCU → DEL → BLR,1,0,5192,6,5,3022.67,07,35,15,55
Jet Airways,DEL,COK,DEL → AMD → BOM → COK,2,0,9483,9,4,2263.95,13,25,23,10
Jet Airways,DEL,COK,DEL → JDH → BOM → COK,2,0,18804,3,6,2335.87,11,40,7,20
Air India,DEL,COK,DEL → COK,0,0,5201,18,6,2048.6,05,10,2,50
Jet Airways,DEL,COK,DEL → BOM → COK,1,0,16079,27,5,2201.6,11,30,7,30
Jet Airways,BLR,DEL,BLR → DEL,0,1,7229,15,6,1709.71,19,50,3,0
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,6795,27,5,2201.6,17,45,7,45
Jet Airways,CCU,BLR,CCU → DEL → BLR,1,0,10953,9,5,3022.67,09,35,25,20
Multiple carriers,DEL,COK,DEL → IDR → BOM → COK,2,0,15965,24,6,2232.34,15,05,10,25
Air India,DEL,COK,DEL → JDH → BOM → COK,2,0,9968,9,4,2335.87,12,55,30,20
IndiGo,CCU,BLR,CCU → BLR,0,0,4804,6,6,1547.27,22,15,2,35
Jet Airways,DEL,COK,DEL → BOM → COK,1,0,16079,27,5,2201.6,10,00,9,0
Jet Airways,DEL,COK,DEL → IDR → BOM → COK,2,1,11507,12,6,2232.34,21,25,15,10
Air India,CCU,BLR,CCU → BOM → COK → BLR,2,0,11542,9,6,3097.47,09,25,28,20
Jet Airways,BLR,DEL,BLR → DEL,0,0,7229,24,4,1709.71,17,45,3,0
Jet Airways,BLR,DEL,BLR → DEL,0,1,4544,27,4,1709.71,06,00,2,45
IndiGo,DEL,COK,DEL → BLR → COK,1,0,6496,15,5,2077.09,05,10,4,55
IndiGo,CCU,BLR,CCU → BLR,0,0,4804,15,6,1547.27,21,25,2,40
Air India,BLR,DEL,BLR → CCU → DEL,1,0,13439,01,3,2860.23,11,05,22,10
Jet Airways,DEL,COK,DEL → BOM → COK,1,1,6540,27,3,2201.6,18,15,10,10
IndiGo,BLR,DEL,BLR → DEL,0,0,4591,1,6,1709.71,23,30,2,50
IndiGo,BLR,DEL,BLR → HYD → DEL,1,0,4437,18,3,1722.67,16,15,4,20
Air Asia,DEL,COK,DEL → BLR → COK,1,0,6151,21,3,2077.09,20,10,11,0
Jet Airways,BLR,DEL,BLR → DEL,0,1,7754,21,6,1709.71,17,45,3,0
Jet Airways,DEL,COK,DEL → BOM → COK,1,1,10262,24,6,2201.6,14,00,22,35
Jet Airways,BLR,DEL,BLR → DEL,0,0,8016,9,6,1709.71,18,55,3,5
SpiceJet,CCU,BLR,CCU → BLR,0,2,4781,24,3,1547.27,06,55,2,40
Vistara,BLR,DEL,BLR → DEL,0,0,4668,27,6,1709.71,11,30,2,50
Air India,BLR,DEL,BLR → MAA → DEL,1,0,14594,06,3,2028.89,11,50,21,5
Jet Airways,CCU,BLR,CCU → BOM → BLR,1,0,14231,24,3,2500.36,16,55,11,50
Air India,DEL,COK,DEL → TRV → COK,1,0,8425,15,5,2427.24,05,15,25,35
Multiple carriers,DEL,COK,DEL → HYD → COK,1,0,9646,12,6,2084.71,07,05,15,25
IndiGo,MAA,CCU,MAA → CCU,0,0,7295,3,3,1387.26,14,40,2,25
Air Asia,CCU,BLR,CCU → BBI → BLR,1,0,5162,9,4,1547.97,06,50,3,40
IndiGo,BLR,DEL,BLR → DEL,0,0,6860,09,3,1709.71,18,25,2,55
Vistara,DEL,COK,DEL → COK,0,0,6216,15,4,2048.6,06,00,3,10
Air Asia,CCU,BLR,CCU → DEL → BLR,1,0,5192,24,5,3022.67,07,35,11,50
IndiGo,BLR,DEL,BLR → DEL,0,0,4823,9,4,1709.71,20,00,2,50
SpiceJet,BLR,DEL,BLR → DEL,0,2,3919,3,4,1709.71,09,30,2,50
IndiGo,BOM,HYD,BOM → HYD,0,0,2754,3,6,623.54,19,05,1,30
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,9315,9,5,2201.6,07,30,11,30
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,11667,27,3,2201.6,10,00,8,50
Jet Airways,CCU,BLR,CCU → BOM → BLR,1,1,6224,12,6,2500.36,08,25,20,15
Air India,CCU,BLR,CCU → BOM → GOI → BLR,2,0,13349,24,3,2573.87,09,25,20,10
Jet Airways,BLR,DEL,BLR → BOM → DEL,1,1,11087,18,3,1971.87,16,55,16,5
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,15603,6,3,2201.6,13,00,12,35
Jet Airways,DEL,COK,DEL → JAI → BOM → COK,2,0,15129,9,5,2206.24,19,30,17,5
IndiGo,BLR,DEL,BLR → DEL,0,0,4823,9,4,1709.71,16,55,3,0
Vistara,CCU,BLR,CCU → DEL → BLR,1,0,8452,1,5,3022.67,07,10,15,30
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,12524,6,6,2201.6,07,30,11,30
SpiceJet,MAA,CCU,MAA → CCU,0,0,3384,27,3,1387.26,17,45,2,20
Jet Airways,DEL,COK,DEL → BOM → COK,1,1,10262,1,6,2201.6,19,15,23,45
SpiceJet,BOM,HYD,BOM → HYD,0,2,1965,18,6,623.54,13,15,1,30
IndiGo,CCU,BLR,CCU → BLR,0,0,4804,18,5,1547.27,22,15,2,35
Jet Airways,DEL,COK,DEL → BOM → COK,1,0,16079,27,5,2201.6,18,15,24,45
Jet Airways,DEL,COK,DEL → IDR → BOM → COK,2,0,13292,1,6,2232.34,21,25,21,35
Air Asia,DEL,COK,DEL → BLR → COK,1,0,6751,9,5,2077.09,07,55,5,30
Air India,DEL,COK,DEL → BOM → COK,1,0,8669,15,5,2201.6,07,00,12,15
IndiGo,DEL,COK,DEL → BOM → COK,1,0,14871,3,3,2201.6,17,30,8,5
Jet Airways,DEL,COK,DEL → BOM → COK,1,1,12898,21,5,2201.6,14,00,5,0
SpiceJet,BLR,DEL,BLR → DEL,0,2,3919,6,6,1709.71,09,30,2,50
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,36983,1,3,2201.6,12,50,6,25
IndiGo,MAA,CCU,MAA → CCU,0,0,3597,3,6,1387.26,19,35,2,20
Air India,BLR,DEL,BLR → DEL,0,0,10741,09,3,1709.71,17,00,2,45
Air India,CCU,BLR,CCU → BOM → GOI → BLR,2,0,11432,6,6,2573.87,16,50,12,45
Jet Airways,BLR,DEL,BLR → BOM → DEL,1,1,11087,12,3,1971.87,18,55,15,50
Jet Airways,DEL,COK,DEL → IDR → BOM → COK,2,0,13292,3,6,2232.34,09,35,27,0
Air India,DEL,COK,DEL → RPR → NAG → BOM → COK,3,0,10493,15,6,2971.24,05,15,26,25
GoAir,BLR,DEL,BLR → DEL,0,0,7631,09,3,1709.71,07,45,2,55
Air India,DEL,COK,DEL → CCU → BOM → COK,2,0,13381,6,6,4043.05,06,50,24,50
Jet Airways,CCU,BLR,CCU → BOM → BLR,1,0,13731,6,6,2500.36,20,00,8,40
Air India,DEL,COK,DEL → BHO → BOM → COK,2,0,11911,21,5,2308.95,05,55,25,45
IndiGo,BLR,DEL,BLR → DEL,0,0,4591,18,4,1709.71,23,30,2,50
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,14848,3,6,2201.6,13,00,6,15
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,8266,12,6,2201.6,08,45,10,30
Air India,DEL,COK,DEL → HYD → BOM → COK,2,0,12392,18,5,2955.43,17,15,26,0
Jet Airways,CCU,BLR,CCU → BOM → BLR,1,0,13044,12,6,2500.36,18,55,17,5
Jet Airways,DEL,COK,DEL → BOM → COK,1,1,12898,21,5,2201.6,07,05,21,20
Jet Airways,DEL,COK,DEL → BOM → COK,1,0,12242,21,3,2201.6,22,50,5,35
IndiGo,BLR,DEL,BLR → DEL,0,0,3943,18,5,1709.71,10,10,2,50
Vistara,CCU,BLR,CCU → DEL → BLR,1,0,11105,24,3,3022.67,20,20,25,50
Jet Airways,CCU,BLR,CCU → BOM → BLR,1,0,14388,12,5,2500.36,21,10,12,10
Jet Airways,DEL,COK,DEL → JAI → BOM → COK,2,0,13014,18,5,2206.24,19,30,17,5
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,15411,6,3,2201.6,10,20,8,30
Jet Airways,DEL,COK,DEL → BOM → COK,1,0,16289,9,3,2201.6,19,45,23,5
IndiGo,DEL,COK,DEL → HYD → COK,1,0,6442,15,5,2084.71,06,50,9,20
Jet Airways,CCU,BLR,CCU → BOM → BLR,1,1,10844,18,5,2500.36,08,25,7,55
Jet Airways,BOM,HYD,BOM → HYD,0,0,5678,18,5,623.54,10,20,1,30
IndiGo,BLR,DEL,BLR → DEL,0,0,6906,12,4,1709.71,23,30,2,50
SpiceJet,MAA,CCU,MAA → CCU,0,2,3543,21,5,1387.26,09,45,2,15
Jet Airways,DEL,COK,DEL → BOM → COK,1,0,14714,6,6,2201.6,09,00,10,0
Vistara Premium economy,BLR,DEL,BLR → DEL,0,0,11793,03,3,1709.71,16,00,2,35
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,14323,15,5,2201.6,11,30,7,45
SpiceJet,BLR,DEL,BLR → DEL,0,0,3971,9,4,1709.71,21,10,2,55
Vistara,CCU,BLR,CCU → DEL → BLR,1,0,8452,6,5,3022.67,20,20,26,20
Vistara,BLR,DEL,BLR → DEL,0,0,5403,12,4,1709.71,07,00,2,40
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,13727,9,5,2201.6,10,00,11,0
Air India,CCU,BLR,CCU → DEL → AMD → BLR,2,0,12639,1,4,3290.72,10,00,19,25
Jet Airways,BLR,DEL,BLR → DEL,0,1,5198,18,4,1709.71,15,15,2,55
Vistara,BLR,DEL,BLR → DEL,0,0,4878,1,6,1709.71,19,30,2,45
Jet Airways,DEL,COK,DEL → BOM → COK,1,1,12373,18,5,2201.6,19,45,23,15
Multiple carriers,DEL,COK,DEL → HYD → COK,1,1,8552,3,3,2084.71,07,10,9,0
Vistara,DEL,COK,DEL → COK,0,0,6741,21,4,2048.6,14,40,3,10
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,6481,9,4,2201.6,12,50,6,25
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,7354,6,6,2201.6,10,35,8,40
Air India,BLR,DEL,BLR → DEL,0,0,5228,21,4,1709.71,21,05,2,50
Jet Airways,CCU,BLR,CCU → BOM → BLR,1,1,10844,12,5,2500.36,08,25,12,20
IndiGo,DEL,COK,DEL → HYD → COK,1,0,6347,18,5,2084.71,06,50,5,20
Air India,BLR,DEL,BLR → HYD → DEL,1,0,5013,15,3,1722.67,08,15,4,0
Jet Airways,CCU,BLR,CCU → BOM → BLR,1,1,9663,9,6,2500.36,18,55,9,45
IndiGo,BLR,DEL,BLR → DEL,0,0,4823,6,4,1709.71,18,25,2,55
Air India,DEL,COK,DEL → CCU → BOM → COK,2,0,13381,24,6,4043.05,16,55,26,20
SpiceJet,MAA,CCU,MAA → CCU,0,2,3543,1,6,1387.26,09,45,2,15
Jet Airways,CCU,BLR,CCU → BOM → BLR,1,1,9663,15,5,2500.36,18,55,9,45
Jet Airways,CCU,BLR,CCU → BOM → BLR,1,1,7064,1,4,2500.36,18,55,24,55
Jet Airways,DEL,COK,DEL → BOM → COK,1,1,10262,9,6,2201.6,07,05,11,55
Air India,DEL,COK,DEL → GOI → BOM → COK,2,0,13013,1,6,2993.19,10,55,8,20
Jet Airways,DEL,COK,DEL → AMD → BOM → COK,2,0,15339,27,6,2263.95,19,10,17,25
GoAir,BLR,DEL,BLR → DEL,0,0,4937,18,4,1709.71,11,40,2,50
IndiGo,DEL,COK,DEL → HYD → COK,1,0,6818,6,6,2084.71,05,05,7,5
Air India,DEL,COK,DEL → GOI → BOM → COK,2,0,10441,18,5,2993.19,22,00,21,15
Jet Airways,DEL,COK,DEL → BOM → COK,1,1,5177,3,4,2201.6,14,00,5,0
IndiGo,MAA,CCU,MAA → CCU,0,0,3858,27,6,1387.26,11,35,2,25
IndiGo,CCU,BLR,CCU → PNQ → BLR,1,0,6534,18,5,2300.57,21,00,5,15
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,6795,15,6,2201.6,10,20,15,10
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,9736,3,6,2201.6,07,30,11,45
Jet Airways,BLR,DEL,BLR → DEL,0,0,7229,1,5,1709.71,19,50,3,0
SpiceJet,DEL,COK,DEL → BLR → COK,1,0,4957,24,4,2077.09,17,55,4,55
IndiGo,BLR,DEL,BLR → DEL,0,0,7648,09,3,1709.71,06,00,2,45
SpiceJet,CCU,BLR,CCU → BLR,0,0,3873,15,6,1547.27,14,55,2,30
Jet Airways,CCU,BLR,CCU → BOM → BLR,1,0,14388,12,5,2500.36,18,55,9,45
IndiGo,CCU,BLR,CCU → BLR,0,0,5618,6,3,1547.27,17,15,2,40
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,7408,9,6,2201.6,19,00,6,30
Air Asia,DEL,COK,DEL → BLR → COK,1,0,13774,3,3,2077.09,16,45,5,30
Vistara,BLR,DEL,BLR → DEL,0,0,4668,3,5,1709.71,07,00,2,40
Jet Airways,DEL,COK,DEL → UDR → BOM → COK,2,0,13082,21,3,2229.75,18,20,34,5
Air India,DEL,COK,DEL → BOM → COK,1,0,8669,3,6,2201.6,03,50,15,25
IndiGo,DEL,COK,DEL → BOM → COK,1,0,6316,24,6,2201.6,16,00,9,30
Jet Airways,DEL,COK,DEL → BOM → COK,1,1,12583,6,3,2201.6,22,20,6,5
Vistara,BLR,DEL,BLR → DEL,0,0,7923,09,3,1709.71,16,10,2,40
GoAir,DEL,COK,DEL → BOM → COK,1,0,7378,3,3,2201.6,07,00,5,50
Vistara,BLR,DEL,BLR → DEL,0,0,4878,3,6,1709.71,19,30,2,45
Jet Airways,CCU,BLR,CCU → BOM → BLR,1,1,10844,18,5,2500.36,16,30,27,20
Jet Airways,BLR,DEL,BLR → DEL,0,0,7229,3,4,1709.71,08,20,3,0
SpiceJet,DEL,COK,DEL → MAA → COK,1,0,6297,21,5,2278.33,06,05,5,15
Jet Airways,CCU,BLR,CCU → BOM → BLR,1,1,8529,12,6,2500.36,20,00,16,0
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,13727,18,5,2201.6,14,00,7,0
SpiceJet,CCU,BLR,CCU → PNQ → BLR,1,0,6643,24,5,2300.57,08,35,8,40
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,10197,9,5,2201.6,10,00,9,0
SpiceJet,CCU,BLR,CCU → BLR,0,0,4911,21,4,1547.27,22,20,2,20
IndiGo,MAA,CCU,MAA → CCU,0,0,6482,6,3,1387.26,05,15,2,20
Jet Airways,BLR,DEL,BLR → BOM → DEL,1,0,26890,01,3,1971.87,08,55,6,20
IndiGo,CCU,BLR,CCU → HYD → BLR,1,0,3717,18,5,1662.88,19,20,4,25
IndiGo,MAA,CCU,MAA → CCU,0,0,3597,1,6,1387.26,13,15,2,20
Air India,BLR,DEL,BLR → CCU → GAU → DEL,2,0,10846,18,3,3502.44,11,05,11,5
Air India,BLR,DEL,BLR → CCU → DEL,1,0,14069,01,3,2860.23,05,50,16,55
Jet Airways,DEL,COK,DEL → BOM → COK,1,1,5177,1,4,2201.6,22,50,13,45
Air India,DEL,COK,DEL → NAG → BOM → COK,2,0,14641,6,3,2600.67,05,55,25,45
IndiGo,DEL,COK,DEL → HYD → COK,1,0,6442,6,6,2084.71,08,35,13,55
Air India,DEL,COK,DEL → BLR → COK,1,0,5704,21,3,2077.09,17,45,5,15
Jet Airways,CCU,BLR,CCU → BOM → BLR,1,1,9663,6,5,2500.36,14,05,19,15
Jet Airways,DEL,COK,DEL → BOM → COK,1,0,14714,6,6,2201.6,20,55,7,30
Jet Airways,DEL,COK,DEL → BOM → COK,1,1,5406,1,4,2201.6,10,00,9,0
Vistara,CCU,BLR,CCU → DEL → BLR,1,0,8610,15,5,3022.67,20,20,24,0
Jet Airways,DEL,COK,DEL → BDQ → BOM → COK,2,0,14237,12,6,2220.78,18,25,18,10
IndiGo,BLR,DEL,BLR → DEL,0,0,4823,9,6,1709.71,07,10,2,55
IndiGo,BOM,HYD,BOM → HYD,0,0,2227,27,3,623.54,20,05,1,30
Jet Airways,DEL,COK,DEL → BOM → COK,1,1,12373,18,5,2201.6,07,05,21,20
Air India,DEL,COK,DEL → BOM → COK,1,0,8372,6,6,2201.6,13,00,6,15
Jet Airways,DEL,COK,DEL → BOM → COK,1,0,17024,3,3,2201.6,13,55,14,30
Air India,BOM,HYD,BOM → HYD,0,0,3100,27,5,623.54,21,05,1,20
Jet Airways,DEL,COK,DEL → BOM → COK,1,1,14053,9,3,2201.6,06,50,12,55
IndiGo,MAA,CCU,MAA → CCU,0,0,3540,9,5,1387.26,05,15,2,25
Vistara,CCU,BLR,CCU → DEL → BLR,1,0,9345,21,5,3022.67,20,20,22,30
Jet Airways,DEL,COK,DEL → JAI → BOM → COK,2,1,10368,1,6,2206.24,05,30,22,55
Jet Airways,BLR,DEL,BLR → BOM → DEL,1,0,26890,01,3,1971.87,07,00,5,25
SpiceJet,BOM,HYD,BOM → HYD,0,0,5755,9,3,623.54,08,50,1,25
Jet Airways,BLR,DEL,BLR → BOM → DEL,1,1,7832,21,3,1971.87,08,55,7,15
Jet Airways,CCU,BLR,CCU → BOM → BLR,1,0,14388,6,5,2500.36,08,25,12,20
Air India,DEL,COK,DEL → HYD → MAA → COK,2,0,8839,27,6,2292.07,13,15,20,10
Air India,DEL,COK,DEL → GOI → BOM → COK,2,0,22096,3,3,2993.19,22,00,21,15
Vistara,MAA,CCU,MAA → CCU,0,0,3687,27,5,1387.26,07,05,2,15
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,9627,15,5,2201.6,08,30,10,30
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,13542,21,3,2201.6,11,30,14,5
IndiGo,BLR,DEL,BLR → DEL,0,0,4423,27,4,1709.71,04,00,2,50
IndiGo,DEL,COK,DEL → HYD → MAA → COK,2,0,8899,3,3,2292.07,04,55,16,25
SpiceJet,DEL,COK,DEL → MAA → COK,1,0,5583,21,4,2278.33,06,05,5,15
Air Asia,DEL,COK,DEL → BLR → COK,1,0,6752,27,5,2077.09,16,45,13,50
SpiceJet,MAA,CCU,MAA → CCU,0,2,3543,21,5,1387.26,08,20,2,15
Jet Airways,BLR,DEL,BLR → BOM → DEL,1,1,7832,21,3,1971.87,08,00,7,15
Air India,CCU,BLR,CCU → IXR → DEL → BLR,2,0,10991,1,5,3045.77,05,50,27,5
Jet Airways,DEL,COK,DEL → BOM → COK,1,1,12898,27,5,2201.6,09,00,27,35
Jet Airways,DEL,COK,DEL → BOM → COK,1,1,12898,27,5,2201.6,14,00,5,0
GoAir,BLR,DEL,BLR → DEL,0,0,3398,24,5,1709.71,11,40,2,50
Air India,DEL,COK,DEL → COK,0,0,5201,24,4,2048.6,05,10,2,50
Air India,CCU,BLR,CCU → DEL → COK → BLR,2,0,13873,6,5,3728.94,10,00,15,20
Air India,DEL,COK,DEL → BLR → COK,1,0,7384,15,6,2077.09,17,40,5,20
Jet Airways,DEL,COK,DEL → BOM → COK,1,1,10262,6,6,2201.6,18,15,10,10
Jet Airways,CCU,BLR,CCU → BOM → BLR,1,1,10031,24,3,2500.36,08,25,27,35
Jet Airways,CCU,BLR,CCU → DEL → BLR,1,1,12384,6,5,3022.67,09,35,9,35
Jet Airways,CCU,BLR,CCU → BOM → BLR,1,1,7757,9,5,2500.36,14,05,28,10
Jet Airways,BLR,DEL,BLR → BOM → DEL,1,0,17261,06,3,1971.87,21,25,14,0
SpiceJet,MAA,CCU,MAA → CCU,0,0,7298,1,3,1387.26,09,30,2,35
Jet Airways,BLR,DEL,BLR → DEL,0,0,7229,6,4,1709.71,15,15,2,55
IndiGo,CCU,BLR,CCU → BLR,0,0,4174,1,4,1547.27,04,40,2,35
IndiGo,CCU,BLR,CCU → MAA → BLR,1,0,5699,18,5,1654.62,17,35,4,40
Air India,CCU,BLR,CCU → BLR,0,0,4880,24,4,1547.27,14,15,2,30
Air India,DEL,COK,DEL → BOM → COK,1,0,15284,6,3,2201.6,08,00,11,15
Jet Airways,CCU,BLR,CCU → BOM → BLR,1,0,13759,24,3,2500.36,08,25,7,55
Vistara,CCU,BLR,CCU → DEL → BLR,1,0,16092,24,3,3022.67,09,55,8,50
IndiGo,BOM,HYD,BOM → HYD,0,0,4392,9,3,623.54,06,20,1,25
Jet Airways,DEL,COK,DEL → BOM → COK,1,1,10262,24,6,2201.6,20,55,15,40
SpiceJet,CCU,BLR,CCU → BLR,0,2,3841,12,6,1547.27,06,55,2,35
GoAir,BLR,DEL,BLR → DEL,0,0,5048,1,6,1709.71,07,45,2,55
Air India,CCU,BLR,CCU → DEL → BLR,1,0,11096,21,5,3022.67,07,00,13,25
IndiGo,DEL,COK,DEL → HYD → COK,1,0,5073,24,4,2084.71,07,35,4,35
Jet Airways,DEL,COK,DEL → BOM → COK,1,0,19828,3,3,2201.6,09,55,18,30
Vistara,MAA,CCU,MAA → CCU,0,0,3739,21,3,1387.26,07,05,2,15
Air India,DEL,COK,DEL → AMD → BOM → COK,2,0,10598,9,3,2263.95,05,00,38,15
Jet Airways,BLR,DEL,BLR → DEL,0,1,7229,15,6,1709.71,18,55,3,5
Vistara,CCU,BLR,CCU → DEL → BLR,1,0,8610,1,4,3022.67,17,00,25,50
Vistara,DEL,COK,DEL → COK,0,0,6216,9,5,2048.6,14,40,3,10
Air India,BLR,DEL,BLR → DEL,0,0,6961,9,6,1709.71,13,20,2,50
Jet Airways,CCU,BLR,CCU → DEL → BLR,1,1,10703,6,5,3022.67,09,35,11,30
Jet Airways,CCU,BLR,CCU → DEL → BLR,1,0,14151,15,5,3022.67,17,00,6,35
Jet Airways,CCU,BLR,CCU → BOM → BLR,1,1,8586,9,5,2500.36,06,30,27,35
IndiGo,CCU,BLR,CCU → BLR,0,0,4488,12,4,1547.27,20,20,2,35
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,7408,15,6,2201.6,18,00,7,30
Jet Airways,DEL,COK,DEL → COK,0,1,5443,18,4,2048.6,11,00,3,15
Jet Airways,CCU,BLR,CCU → DEL → BLR,1,1,10539,12,6,3022.67,09,35,9,35
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,7723,1,6,2201.6,13,00,12,30
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,15411,6,3,2201.6,07,30,11,20
Jet Airways,BLR,DEL,BLR → DEL,0,0,7229,21,5,1709.71,07,10,3,0
IndiGo,CCU,BLR,CCU → BLR,0,0,4804,21,6,1547.27,20,20,2,35
Jet Airways,BOM,HYD,BOM → HYD,0,1,4050,3,3,623.54,02,55,1,30
Jet Airways,CCU,BLR,CCU → DEL → BLR,1,0,14151,18,5,3022.67,17,00,26,10
SpiceJet,DEL,COK,DEL → BLR → COK,1,0,4957,6,4,2077.09,17,55,4,55
Air India,BLR,DEL,BLR → DEL,0,0,7591,03,3,1709.71,21,10,2,45
